name,fasta_name,state,date,year,new,county,site
KX029237.1,KX029237_2006|2006-08-02,Massachusetts,02/08/2006,2006,FALSE,Bristol,
KX029315.1,KX029315_2005|2005-09-27,Massachusetts,27/09/2005,2005,FALSE,Worcester,
KX029253.1,KX029253_2006|2006-10-02,Massachusetts,02/10/2006,2006,FALSE,Bristol,
KX029247.1,KX029247_2006|2006-08-11,Massachusetts,11/08/2006,2006,FALSE,Norfolk,
KX029276.1,KX029276_2006|2006-07-17,Massachusetts,17/07/2006,2006,FALSE,Plymouth,
KX029262.1,KX029262_2006|2006-07-26,Massachusetts,26/07/2006,2006,FALSE,Plymouth,
KX029265.1,KX029265_2004|2004-09-24,Massachusetts,24/09/2004,2004,FALSE,Middlesex,
KX029269.1,KX029269_2013|2013-09-12,Massachusetts,12/09/2013,2013,FALSE,Berkshire,
KX029242.1,KX029242_2013|2013-08-19,Massachusetts,19/08/2013,2013,FALSE,Plymouth,
KX029239.1,KX029239_2013|2013-08-21,Massachusetts,21/08/2013,2013,FALSE,Norfolk,
KX029309.1,KX029309_2004|2004-10-01,Massachusetts,01/10/2004,2004,FALSE,Middlesex,
KX029289.1,KX029289_2006|2006-08-09,Massachusetts,09/08/2006,2006,FALSE,Essex,
KP282670.1,KP282670_2005|2005,Massachusetts,,2005,FALSE,,
KX029303.1,KX029303_2005|2005-08-24,Massachusetts,24/08/2005,2005,FALSE,Essex,
KX029252.1,KX029252_2007|2007-07-04,Massachusetts,04/07/2007,2007,FALSE,Bristol,
KX029297.1,KX029297_2006|2006-09-20,Massachusetts,20/09/2006,2006,FALSE,Worcester,
KX029266.1,KX029266_2006|2006-09-13,Massachusetts,13/09/2006,2006,FALSE,Essex,
KX029294.1,KX029294_2009|2009-09-22,Massachusetts,22/09/2009,2009,FALSE,Worcester,
KX029290.1,KX029290_2010|2010-08-20,Massachusetts,20/08/2010,2010,FALSE,Worcester,
KX029268.1,KX029268_2009|2009-08-19,Massachusetts,19/08/2009,2009,FALSE,Essex,
KX029283.1,KX029283_2012|2012-09-05,Massachusetts,05/09/2012,2012,FALSE,Plymouth,
KX029256.1,KX029256_2013|2013-09-03,Massachusetts,03/09/2013,2013,FALSE,Bristol,
KX029235.1,KX029235_2013|2013-08-26,Massachusetts,26/08/2013,2013,FALSE,Plymouth,
KX029319.1,KX029319_2013|2013-08-27,Massachusetts,27/08/2013,2013,FALSE,Bristol,
KX029279.1,KX029279_2013|2013-10-07,Massachusetts,07/10/2013,2013,FALSE,Bristol,
KX029274.1,KX029274_2014|2014-08-11,Massachusetts,11/08/2014,2014,FALSE,Plymouth,
KX029232.1,KX029232_2014|2014-07-15,Massachusetts,15/07/2014,2014,FALSE,Plymouth,
KX029260.1,KX029260_2014|2014-08-04,Massachusetts,04/08/2014,2014,FALSE,Bristol,
KJ469634.1,KJ469634_1989|1989,Mississippi,,1989,FALSE,,
KJ469587.1,KJ469587_1983|1983,Mississippi,,1983,FALSE,,
KJ469556.1,KJ469556_2005|2005,New_Hampshire,,2005,FALSE,,
KJ469631.1,KJ469631_2005|2005,New_Hampshire,,2005,FALSE,,
KJ469600.1,KJ469600_1933|1933,New_Jersey,,1933,FALSE,,
KJ469566.1,KJ469566_1935|1935,New_Jersey,,1935,FALSE,,
KX000225.1,KX000225_2003|2003-09-24,New_Jersey,24/09/2003,2003,FALSE,,
KX000153.1,KX000153_2003|2003-09-24,New_Jersey,24/09/2003,2003,FALSE,,
KX000163.1,KX000163_2003|2003-09-24,New_Jersey,24/09/2003,2003,FALSE,,
KX000079.1,KX000079_2003|2003-09-24,New_Jersey,24/09/2003,2003,FALSE,,
RAB15ANI04939-01-00,RAB15ANI04939_2015|2015-09-02,New_York,02/09/2015,2015,TRUE,Franklin,Franklin
ARB15MS260105,ARB15MS260105_S5_2015|2015-07-06,New_York,06/07/2015,2015,TRUE,Madison,Madison
ARB15MS260175,ARB15MS260175_S6_2015|2015-07-28,New_York,28/07/2015,2015,TRUE,Madison,Madison
ARB15MS260353,ARB15MS260353_S12_2015|2015-09-23,New_York,23/09/2015,2015,TRUE,Madison,Madison
ARB17MS260236,ARB17MS260236_S17_2017|2017-09-19,New_York,19/09/2017,2017,TRUE,Madison,Madison
ARB15MS330238,ARB15MS330238_S4_2015|2015-06-25,New_York,25/06/2015,2015,TRUE,Onondaga,Onondaga
ARB15MS330683,ARB15MS330683_S8_2015|2015-09-01,New_York,01/09/2015,2015,TRUE,Onondaga,Onondaga
ARB17MS330746,ARB17MS330746_S18_2017|2017-09-26,New_York,26/09/2017,2017,TRUE,Onondaga,Onondaga
ARB18MS330453,ARB18MS330453_S21_2018|2018-08-07,New_York,07/08/2018,2018,TRUE,Onondaga,Onondaga
ARB19MS330484,ARB19MS330484_S3_2019|2019-08-15,New_York,15/08/2019,2019,TRUE,Onondaga,Onondaga
ARB18MS330394,ARB18MS330394_S19_2018|2018-07-31,New_York,31/07/2018,2018,TRUE,Onondaga,Onondaga
RAB19ANI05450,RAB19ANI05450_S3_2019|2019-08-27,New_York,27/08/2019,2019,TRUE,Ontario,Ontario
ARB18MS350318,ARB18MS350318_S22_2018|2018-09-20,New_York,20/09/2018,2018,TRUE,Orange,Orange
ARB15MS370406,ARB15MS370406_S7_2015|2015-07-27,New_York,27/07/2015,2015,TRUE,Oswego,Oswego
16370365,16370365_S13_2016|2016-08-17,New_York,17/08/2016,2016,TRUE,Oswego,Oswego
ARB17MS370250,ARB17MS370250_S26_2017|2017-07-26,New_York,26/07/2017,2017,TRUE,Oswego,Oswego
ARB18MS370301,ARB18MS370301_S20_2018|2018-07-30,New_York,30/07/2018,2018,TRUE,Oswego,Oswego
ARB19MS370212,ARB19MS370212_S23_2019|2019-07-08,New_York,08/07/2019,2019,TRUE,Oswego,Oswego
RAB19ANI04511,RAB19ANI04511_S25_2019|2019-08-13,New_York,13/08/2019,2019,TRUE,Oswego,Oswego
RAB16ANI06320-01-00,RAB16ANI06320-01-00_S15_2016|2016-10-21,New_York,21/10/2016,2016,TRUE,Seneca,Seneca
RAB15ANI05176-01-00,RAB15ANI05176_2015|2015-09-24,New_York,24/09/2015,2015,TRUE,Saint_Lawrence,Saint_Lawrence
ARB17MS510915,ARB17MS510915_S16_2017|2017-08-16,New_York,16/08/2017,2017,TRUE,Suffolk,Suffolk
ARB19MS510595,ARB19MS510595_S24_2019|2019-07-31,New_York,31/07/2019,2019,TRUE,Suffolk,Suffolk
RAB16ANI05362-01-00,RAB16ANI05362-01-00_S14_2016|2016-08-23,New_York,23/08/2016,2016,TRUE,Ulster,Ulster
RAB15ANI05065-01-00,RAB15ANI05065-01-00_S10_2015|2015-09-12,New_York,12/09/2015,2015,TRUE,Wayne,Wayne
KX000218.1,KX000218_1973|1973-10-01,New_York,01/10/1973,1973,FALSE,Onondaga,
KX000099.1,KX000099_1969|1969,New_York,,1969,FALSE,Suffolk,
KJ469635.1,KJ469635_1969|1969,New_York,,1969,FALSE,,
KX000120.1,KX000120_1971|1971-08-23,New_York,23/08/1971,1971,FALSE,Oswego,
KX000114.1,KX000114_1971|1971-08-28,New_York,28/08/1971,1971,FALSE,Oswego,
KX000078.1,KX000078_1971|1971-08-24,New_York,24/08/1971,1971,FALSE,Oswego,
KX000069.1,KX000069_1974|1974-09-05,New_York,05/09/1974,1974,FALSE,Oswego,
KJ469567.1,KJ469567_1974|1974,New_York,,1974,FALSE,,
KX000053.1,KX000053_1974|1974-09-12,New_York,12/09/1974,1974,FALSE,Oswego,
KX000047.1,KX000047_1975|1975-07-16,New_York,16/07/1975,1975,FALSE,Oswego,
KX000065.1,KX000065_1974|1974-09-05,New_York,05/09/1974,1974,FALSE,Oswego,
KX000066.1,KX000066_1974|1974-09-04,New_York,04/09/1974,1974,FALSE,Oswego,
KJ469630.1,KJ469630_1990|1990,New_York,,1990,FALSE,,
KX000182.1,KX000182_2004|2004-09-07,New_York,07/09/2004,2004,FALSE,Sullivan,
KX000095.1,KX000095_2004|2004-09-02,New_York,02/09/2004,2004,FALSE,Wayne,
KX000091.1,KX000091_2004|2004-09-17,New_York,17/09/2004,2004,FALSE,Wayne,
KX000051.1,KX000051_2003|2003-09-25,New_York,25/09/2003,2003,FALSE,Orange,
KX000160.1,KX000160_2014|2014-09-01,New_York,01/09/2014,2014,FALSE,Oswego,
KX000111.1,KX000111_2014|2014-09-02,New_York,02/09/2014,2014,FALSE,Oswego,
KX000137.1,KX000137_2014|2014-08-27,New_York,27/08/2014,2014,FALSE,Oswego,
KX000135.1,KX000135_2014|2014-07-16,New_York,16/07/2014,2014,FALSE,Oswego,
KX000092.1,KX000092_2014|2014-07-31,New_York,31/07/2014,2014,FALSE,Oswego,
KX000072.1,KX000072_2014|2014-08-21,New_York,21/08/2014,2014,FALSE,Onondaga,
KX000076.1,KX000076_2014|2014-09-03,New_York,03/09/2014,2014,FALSE,Oswego,
KX000071.1,KX000071_2013|2013-09-12,New_York,12/09/2013,2013,FALSE,Oswego,
KX000075.1,KX000075_2008|2008-08-05,New_York,05/08/2008,2008,FALSE,Suffolk,
KX000230.1,KX000230_2012|2012-07-23,New_York,23/07/2012,2012,FALSE,St._Lawrence,
KX000184.1,KX000184_2014|2014-09-24,New_York,24/09/2014,2014,FALSE,Chautauqua,
KX000197.1,KX000197_2013|2013-08-07,New_York,07/08/2013,2013,FALSE,Oswego,
KX000145.1,KX000145_2003|2003-10-02,New_York,02/10/2003,2003,FALSE,Putnam,
KX000229.1,KX000229_2006|2006-08-24,New_York,24/08/2006,2006,FALSE,Onondaga,
KX000190.1,KX000190_2006|2006-09-13,New_York,13/09/2006,2006,FALSE,Madison,
KX000147.1,KX000147_2006|2006-08-08,New_York,08/08/2006,2006,FALSE,Onondaga,
KX000112.1,KX000112_2006|2006-08-17,New_York,17/08/2006,2006,FALSE,Oswego,
KX000188.1,KX000188_2006|2006-07-26,New_York,26/07/2006,2006,FALSE,Oswego,
KX000176.1,KX000176_2006|2006-09-11,New_York,11/09/2006,2006,FALSE,Oswego,
KX000097.1,KX000097_2006|2006-09-14,New_York,14/09/2006,2006,FALSE,Onondaga,
KX000068.1,KX000068_2006|2006-08-03,New_York,03/08/2006,2006,FALSE,Onondaga,
KX000057.1,KX000057_2006|2006-07-26,New_York,26/07/2006,2006,FALSE,Oswego,
KX000150.1,KX000150_2006|2006-08-16,New_York,16/08/2006,2006,FALSE,Oneida,
KX000087.1,KX000087_2007|2007-07-26,New_York,26/07/2007,2007,FALSE,Oswego,
KX000081.1,KX000081_2006|2006-09-21,New_York,21/09/2006,2006,FALSE,Onondaga,
KX000187.1,KX000187_2006|2006-08-15,New_York,15/08/2006,2006,FALSE,Oswego,
KX000088.1,KX000088_2006|2006-08-28,New_York,28/08/2006,2006,FALSE,Oneida,
KX000186.1,KX000186_2006|2006-08-10,New_York,10/08/2006,2006,FALSE,Onondaga,
KX000055.1,KX000055_2006|2006-09-27,New_York,27/09/2006,2006,FALSE,Oswego,
KX000214.1,KX000214_2004|2004-09-09,New_York,09/09/2004,2004,FALSE,Onondaga,
KX000203.1,KX000203_2004|2004-07-30,New_York,30/07/2004,2004,FALSE,Onondaga,
KX000193.1,KX000193_2003|2003-09-16,New_York,16/09/2003,2003,FALSE,Onondaga,
KX000061.1,KX000061_2004|2004-08-17,New_York,17/08/2004,2004,FALSE,Onondaga,
KX000098.1,KX000098_2005|2005-07-19,New_York,19/07/2005,2005,FALSE,Onondaga,
KX000052.1,KX000052_2005|2005-08-18,New_York,18/08/2005,2005,FALSE,Madison,
KX000199.1,KX000199_2005|2005-08-21,New_York,21/08/2005,2005,FALSE,Oswego,
KX000170.1,KX000170_2005|2005-07-19,New_York,19/07/2005,2005,FALSE,Onondaga,
KX000104.1,KX000104_2006|2006-09-19,New_York,19/09/2006,2006,FALSE,Oswego,
KX000077.1,KX000077_2005|2005-09-24,New_York,24/09/2005,2005,FALSE,Onondaga,
KJ469643.1,KJ469643_2005|2005,New_York,,2005,FALSE,,
KX000119.1,KX000119_2003|2003-09-25,New_York,25/09/2003,2003,FALSE,Onondaga,
KX000207.1,KX000207_2006|2006-09-19,New_York,19/09/2006,2006,FALSE,Onondaga,
KX000141.1,KX000141_2004|2004-09-14,New_York,14/09/2004,2004,FALSE,Onondaga,
KX000198.1,KX000198_2006|2006-09-15,New_York,15/09/2006,2006,FALSE,Onondaga,
KX000132.1,KX000132_2006|2006-09-12,New_York,12/09/2006,2006,FALSE,Onondaga,
KX000130.1,KX000130_2004|2004-09-24,New_York,24/09/2004,2004,FALSE,Madison,
KX000124.1,KX000124_2004|2004-10-10,New_York,10/10/2004,2004,FALSE,Chemung,
KX000192.1,KX000192_2004|2004-08-20,New_York,20/08/2004,2004,FALSE,Onondaga,
KX000152.1,KX000152_2004|2004-09-21,New_York,21/09/2004,2004,FALSE,Onondaga,
KX000100.1,KX000100_2004|2004-08-19,New_York,19/08/2004,2004,FALSE,Onondaga,
KX000136.1,KX000136_2005|2005-08-19,New_York,19/08/2005,2005,FALSE,Oneida,
KX000165.1,KX000165_2005|2005-09-28,New_York,28/09/2005,2005,FALSE,Onondaga,
KX000085.1,KX000085_2006|2006-09-11,New_York,11/09/2006,2006,FALSE,Madison,
KX000215.1,KX000215_2007|2007-07-11,New_York,11/07/2007,2007,FALSE,Oswego,
KX000196.1,KX000196_2007|2007-07-25,New_York,25/07/2007,2007,FALSE,Oswego,
KX000185.1,KX000185_2007|2007-06-25,New_York,25/06/2007,2007,FALSE,Oswego,
KX000171.1,KX000171_2007|2007-07-11,New_York,11/07/2007,2007,FALSE,Oswego,
KX000156.1,KX000156_2007|2007-07-16,New_York,16/07/2007,2007,FALSE,Oswego,
KX000115.1,KX000115_2007|2007-07-09,New_York,09/07/2007,2007,FALSE,Oswego,
KX000106.1,KX000106_2007|2007-07-18,New_York,18/07/2007,2007,FALSE,Oswego,
KX000175.1,KX000175_2006|2006-08-03,New_York,03/08/2006,2006,FALSE,Oswego,
KX000222.1,KX000222_2005|2005-07-27,New_York,27/07/2005,2005,FALSE,Nassau,
KX000179.1,KX000179_2009|2009-09-29,New_York,29/09/2009,2009,FALSE,Lewis,
KX000231.1,KX000231_2010|2010-08-31,New_York,31/08/2010,2010,FALSE,Onondaga,
KX000168.1,KX000168_2009|2009-07-29,New_York,29/07/2009,2009,FALSE,Oswego,
KX000164.1,KX000164_2009|2009-09-03,New_York,03/09/2009,2009,FALSE,Oswego,
KX000080.1,KX000080_2010|2010-08-24,New_York,24/08/2010,2010,FALSE,Onondaga,
KX000074.1,KX000074_2009|2009-08-27,New_York,27/08/2009,2009,FALSE,Onondaga,
KX000054.1,KX000054_2010|2010-08-19,New_York,19/08/2010,2010,FALSE,Onondaga,
KX000048.1,KX000048_2010|2010-06-30,New_York,30/06/2010,2010,FALSE,Oswego,
KX000227.1,KX000227_2009|2009-08-13,New_York,13/08/2009,2009,FALSE,Onondaga,
KX000211.1,KX000211_2009|2009-09-22,New_York,22/09/2009,2009,FALSE,Onondaga,
KX000195.1,KX000195_2011|2011-08-22,New_York,22/08/2011,2011,FALSE,St._Lawrence,
KX000140.1,KX000140_2010|2010-08-20,New_York,20/08/2010,2010,FALSE,Oswego,
KX000183.1,KX000183_2009|2009-09-14,New_York,14/09/2009,2009,FALSE,Oswego,
KX000127.1,KX000127_2010|2010-08-24,New_York,24/08/2010,2010,FALSE,Onondaga,
KX000063.1,KX000063_2009|2009-08-26,New_York,26/08/2009,2009,FALSE,Oswego,
KX000056.1,KX000056_2010|2010-08-19,New_York,19/08/2010,2010,FALSE,Madison,
KX000221.1,KX000221_2011|2011-07-21,New_York,21/07/2011,2011,FALSE,Oswego,
KX000058.1,KX000058_2011|2011-08-17,New_York,17/08/2011,2011,FALSE,Oswego,
KX000219.1,KX000219_2010|2010-08-31,New_York,31/08/2010,2010,FALSE,Onondaga,
KX000129.1,KX000129_2011|2011-08-17,New_York,17/08/2011,2011,FALSE,Madison,
KX000174.1,KX000174_2011|2011-08-09,New_York,09/08/2011,2011,FALSE,Oswego,
KX000094.1,KX000094_2011|2011-09-12,New_York,12/09/2011,2011,FALSE,Madison,
KX000224.1,KX000224_2011|2011-08-20,New_York,20/08/2011,2011,FALSE,Oneida,
KX000191.1,KX000191_2010|2010-09-23,New_York,23/09/2010,2010,FALSE,Oswego,
KX000189.1,KX000189_2010|2010-09-08,New_York,08/09/2010,2010,FALSE,Oswego,
KX000172.1,KX000172_2010|2010-09-02,New_York,02/09/2010,2010,FALSE,Oswego,
KX000070.1,KX000070_2008|2008-09-16,New_York,16/09/2008,2008,FALSE,Onondaga,
KX000181.1,KX000181_2014|2014-08-06,New_York,06/08/2014,2014,FALSE,Oswego,
KX000226.1,KX000226_2009|2009-08-06,New_York,06/08/2009,2009,FALSE,Oswego,
KX000217.1,KX000217_2009|2009-07-28,New_York,28/07/2009,2009,FALSE,Oswego,
KX000216.1,KX000216_2006|2006-08-03,New_York,03/08/2006,2006,FALSE,Oswego,
KX000177.1,KX000177_2009|2009-08-13,New_York,13/08/2009,2009,FALSE,Oswego,
KX000067.1,KX000067_2009|2009-07-23,New_York,23/07/2009,2009,FALSE,Oswego,
KX000202.1,KX000202_2009|2009-09-03,New_York,03/09/2009,2009,FALSE,Onondaga,
KX000151.1,KX000151_2009|2009-08-13,New_York,13/08/2009,2009,FALSE,Onondaga,
KX000213.1,KX000213_2008|2008-08-26,New_York,26/08/2008,2008,FALSE,Oswego,
KX000180.1,KX000180_2008|2008-09-18,New_York,18/09/2008,2008,FALSE,Oswego,
KX000173.1,KX000173_2008|2008-08-27,New_York,27/08/2008,2008,FALSE,Oswego,
KX000125.1,KX000125_2008|2008-08-18,New_York,18/08/2008,2008,FALSE,Oswego,
KX000105.1,KX000105_2008|2008-10-02,New_York,02/10/2008,2008,FALSE,Oswego,
KX000128.1,KX000128_2009|2009-08-27,New_York,27/08/2009,2009,FALSE,Oswego,
KX000107.1,KX000107_2009|2009-09-08,New_York,08/09/2009,2009,FALSE,Madison,
KX000159.1,KX000159_2008|2008-08-28,New_York,28/08/2008,2008,FALSE,Oswego,
KX000117.1,KX000117_2008|2008-08-28,New_York,28/08/2008,2008,FALSE,Oswego,
KX000131.1,KX000131_2008|2008-09-30,New_York,30/09/2008,2008,FALSE,Oswego,
KX000208.1,KX000208_2010|2010-09-08,New_York,08/09/2010,2010,FALSE,Oneida,
KX000059.1,KX000059_2009|2009-08-18,New_York,18/08/2009,2009,FALSE,Onondaga,
KX000090.1,KX000090_2010|2010-09-09,New_York,09/09/2010,2010,FALSE,Onondaga,
KX000209.1,KX000209_2011|2011-09-07,New_York,07/09/2011,2011,FALSE,Onondaga,
KX000134.1,KX000134_2011|2011-08-18,New_York,18/08/2011,2011,FALSE,Onondaga,
KX000096.1,KX000096_2011|2011-09-27,New_York,27/09/2011,2011,FALSE,Onondaga,
KX000210.1,KX000210_2010|2010-09-29,New_York,29/09/2010,2010,FALSE,Oneida,
KX000220.1,KX000220_2011|2011-08-24,New_York,24/08/2011,2011,FALSE,Oswego,
KX000200.1,KX000200_2011|2011-08-18,New_York,18/08/2011,2011,FALSE,Oswego,
KX000161.1,KX000161_2011|2011-07-18,New_York,18/07/2011,2011,FALSE,Oswego,
KX000110.1,KX000110_2011|2011-08-10,New_York,10/08/2011,2011,FALSE,Oswego,
KX000166.1,KX000166_2011|2011-08-16,New_York,16/08/2011,2011,FALSE,Onondaga,
KX000154.1,KX000154_2011|2011-08-03,New_York,03/08/2011,2011,FALSE,Oswego,
KX000205.1,KX000205_2010|2010-08-12,New_York,12/08/2010,2010,FALSE,Oneida,
KX000201.1,KX000201_2012|2012-08-29,New_York,29/08/2012,2012,FALSE,Oswego,
KX000138.1,KX000138_2011|2011-07-27,New_York,27/07/2011,2011,FALSE,Oneida,
KX000049.1,KX000049_2011|2011-07-27,New_York,27/07/2011,2011,FALSE,Oneida,
KX000062.1,KX000062_2011|2011-08-25,New_York,25/08/2011,2011,FALSE,Onondaga,
KX000158.1,KX000158_2011|2011-08-11,New_York,11/08/2011,2011,FALSE,Oswego,
KX000228.1,KX000228_2010|2010-08-30,New_York,30/08/2010,2010,FALSE,Oswego,
KX000064.1,KX000064_2009|2009-09-25,New_York,25/09/2009,2009,FALSE,Montgomery,
KX000162.1,KX000162_2009|2009-09-22,New_York,22/09/2009,2009,FALSE,Onondaga,
KX000155.1,KX000155_2003|2003-10-22,New_York,22/10/2003,2003,FALSE,Oswego,
KX000122.1,KX000122_2003|2003-10-02,New_York,02/10/2003,2003,FALSE,Ulster,
KX000082.1,KX000082_2009|2009-09-23,New_York,23/09/2009,2009,FALSE,Oswego,
KX000206.1,KX000206_2012|2012-08-24,New_York,24/08/2012,2012,FALSE,Westchester,
KX000212.1,KX000212_2014|2014-07-29,New_York,29/07/2014,2014,FALSE,Onondaga,
KX000126.1,KX000126_2014|2014-09-06,New_York,06/09/2014,2014,FALSE,Madison,
KX000149.1,KX000149_2014|2014-08-07,New_York,07/08/2014,2014,FALSE,Onondaga,
KX000148.1,KX000148_2013|2013-07-29,New_York,29/07/2013,2013,FALSE,Chautauqua,
KX000103.1,KX000103_2013|2013-08-14,New_York,14/08/2013,2013,FALSE,Chautauqua,
KX000073.1,KX000073_2013|2013-08-23,New_York,23/08/2013,2013,FALSE,Chautauqua,
KX000084.1,KX000084_2013|2013-08-05,New_York,05/08/2013,2013,FALSE,Chautauqua,
KX000108.1,KX000108_2013|2013-09-07,New_York,07/09/2013,2013,FALSE,Chautauqua,
KX000139.1,KX000139_2013|2013-08-25,New_York,25/08/2013,2013,FALSE,Chautauqua,
KX000113.1,KX000113_2013|2013-08-05,New_York,05/08/2013,2013,FALSE,Chautauqua,
KX000223.1,KX000223_2014|2014-07-31,New_York,31/07/2014,2014,FALSE,Onondaga,
KX000178.1,KX000178_2013|2013-09-10,New_York,10/09/2013,2013,FALSE,Oswego,
KX000142.1,KX000142_2013|2013-10-01,New_York,01/10/2013,2013,FALSE,Onondaga,
KX000116.1,KX000116_2014|2014-09-03,New_York,03/09/2014,2014,FALSE,Onondaga,
KX000167.1,KX000167_2013|2013-08-22,New_York,22/08/2013,2013,FALSE,Madison,
KX000143.1,KX000143_2014|2014-09-08,New_York,08/09/2014,2014,FALSE,Oneida,
KX000133.1,KX000133_2014|2014-08-05,New_York,05/08/2014,2014,FALSE,Onondaga,
KX000093.1,KX000093_2014|2014-07-29,New_York,29/07/2014,2014,FALSE,Onondaga,
KX000060.1,KX000060_2014|2014-09-03,New_York,03/09/2014,2014,FALSE,Onondaga,
KX000109.1,KX000109_2014|2014-07-30,New_York,30/07/2014,2014,FALSE,Madison,
KX000083.1,KX000083_2013|2013-08-13,New_York,13/08/2013,2013,FALSE,Onondaga,
KX000118.1,KX000118_2013|2013-10-03,New_York,03/10/2013,2013,FALSE,Onondaga,
KX000194.1,KX000194_2013|2013-09-10,New_York,10/09/2013,2013,FALSE,Onondaga,
KX000123.1,KX000123_2014|2014-09-03,New_York,03/09/2014,2014,FALSE,Onondaga,
KX000121.1,KX000121_2014|2014-09-08,New_York,08/09/2014,2014,FALSE,Wayne,
KJ469616.1,KJ469616_1994|1994,New_York,,1994,FALSE,,
KJ469610.1,KJ469610_1990|1990,Rhode_Island,,1990,FALSE,,
KJ469621.1,KJ469621_2003|2003,Texas,,2003,FALSE,,
EF568607.1,EF568607_1960|1960,USA,,1960,FALSE,,
KJ469559.1,KJ469559_2009|2009,USA,,2009,FALSE,,
KX000157.1,KX000157_2013|2013-08-08,Vermont,08/08/2013,2013,FALSE,,
KX000146.1,KX000146_2012|2012-08-17,Vermont,17/08/2012,2012,FALSE,Addison,
KX000050.1,KX000050_2012|2012-09-08,Vermont,08/09/2012,2012,FALSE,Whiting,
KT153580.1,KT153580_2012|2012-08-07,Vermont,07/08/2012,2012,FALSE,,
KT153581.1,KT153581_2012|2012-09-18,Vermont,18/09/2012,2012,FALSE,,
KX000089.1,KX000089_1933|1933,Virginia,,1933,FALSE,,
KJ469625.1,KJ469625_2009|2009,Virginia,,2009,FALSE,,
KJ469650.1,KJ469650_2009|2009,Virginia,,2009,FALSE,,
KJ469620.1,KJ469620_2006|2006,Virginia,,2006,FALSE,,
KJ469615.1,KJ469615_2003|2003,Virginia,,2003,FALSE,,
KJ469604.1,KJ469604_2009|2009,Virginia,,2009,FALSE,,
KJ469649.1,KJ469649_2006|2006,Virginia,,2006,FALSE,,
KJ469644.1,KJ469644_2001|2001,Virginia,,2001,FALSE,,
KJ469629.1,KJ469629_2001|2001,Virginia,,2001,FALSE,,
KX000144.1,KX000144_2003|2003-09-29,Virginia,29/09/2003,2003,FALSE,,
KJ659366.1,KJ659366_2007|2007,Virginia,,2007,FALSE,,
KJ469588.1,KJ469588_2005|2005,Virginia,,2005,FALSE,,
KJ469562.1,KJ469562_2005|2005,Virginia,,2005,FALSE,,
KX000102.1,KX000102_2003|2003-09-30,Virginia,30/09/2003,2003,FALSE,,
KJ469619.1,KJ469619_2007|2007,Virginia,,2007,FALSE,,
KJ469618.1,KJ469618_2008|2008,Virginia,,2008,FALSE,,
KJ469647.1,KJ469647_2008|2008,Virginia,,2008,FALSE,,
KJ469651.1,KJ469651_2003|2003,Virginia,,2003,FALSE,,
KJ469646.1,KJ469646_2004|2004,Virginia,,2004,FALSE,,
KJ469632.1,KJ469632_2004|2004,Virginia,,2004,FALSE,,